,idtwitter,subj,opos,oneg,iro,lpos,lneg,top,text,spans,rep,Rep Out
755,516314405844561920,0,0,0,0,0,0,2,"@matteorenzi  perché non vieni a parlare della buona scuola da noi? 2/10 scuola di Milano ore 20,30 con dirigente scolastico e genitori","['@matteorenzi  perché non vieni a parlare della buona scuola da noi?', ' 2/10 scuola di Milano ore 20,30 con dirigente scolastico e genitori']","['deresponsabilizzazione', 'descrizione']","tensor([[-1.9298,  0.0082,  1.0634,  1.2643, -0.7593,  0.1173, -0.5670,  0.5420,
         -1.2790,  0.7846,  1.3823,  0.0031, -1.3983,  1.8746, -0.5681, -1.8409,
         -1.0145, -1.9348, -2.2092,  2.1823,  1.4048,  2.3111, -0.8586]])"
756,516470838422683648,1,0,1,0,0,1,2,Tutti parlano di merito x #labuonascuola ma gli unici ad avere vinto un concorso pubblico sono i #vincitorisenzacattedra @FusacchiA Rispetto,['Tutti parlano di merito x #labuonascuola ma gli unici ad avere vinto un concorso pubblico sono i #vincitorisenzacattedra @FusacchiA Rispetto'],['contrapposizione'],"tensor([[-1.7567, -0.7617,  1.0954,  1.2336, -0.7004,  0.5177, -0.4793,  0.4248,
         -1.2047,  0.9750,  0.8914, -0.1323, -1.4680,  1.7828, -0.6869, -1.1328,
         -1.1775, -2.0427, -1.9631,  2.9020,  1.2048,  2.3309, -0.9651]])"
757,516474198194401281,1,1,0,0,1,0,2,"@carlo_daveri Possiamo fare entrambe le cose: educare genitori e figli, investendo nella scuola. Una buona scuola è un'ottima medicina.","['@carlo_daveri Possiamo fare entrambe le cose: educare genitori e figli, investendo nella scuola.', "" Una buona scuola è un'ottima medicina.""]","['proposta', 'giudizio']","tensor([[-1.4911, -1.2014,  0.4690,  0.9720, -0.2705,  0.2239, -0.4553,  1.4123,
         -0.5969,  0.3481,  0.1941, -0.3179, -1.8686,  1.3636, -0.9141, -0.8843,
         -1.0713, -1.9475, -1.4869,  3.1782,  1.2544,  2.7749, -1.0185]])"
758,516477513296379905,0,0,0,0,0,0,2,"Per essere buona, la scuola deve essere libera #labuonascuola http://t.co/Rn5PV4ZoFz","['Per essere buona, la scuola deve essere libera', ' #labuonascuola http://t.co/Rn5PV4ZoFz']","['prescrizione', 'non risposta']","tensor([[-1.6205, -0.5976,  0.3677,  0.7629, -0.4712,  0.6718, -0.5906,  1.8247,
         -1.0888,  0.6417, -0.0410, -0.0376, -1.5476,  1.2522, -0.9514, -0.8394,
         -1.0102, -1.4237, -2.1581,  3.2145,  2.0119,  1.7781, -1.0000]])"
759,516495446437801984,1,0,1,0,0,1,2,"Scuola Bissolati, bimbi giocano tra le trappole per i topi - La Provincia http://t.co/cDw9okIsum #labuonascuola di #Renzi","['Scuola Bissolati, bimbi giocano tra le trappole per i topi - La Provincia http://t.co/cDw9okIsum #labuonascuola di #Renzi']",['sancire'],"tensor([[-0.8943, -1.0592, -0.1099,  0.8642, -0.6931, -0.0558, -0.0165,  0.9286,
          0.1337,  0.1555, -0.7140, -0.1405, -1.1749,  0.7142, -1.5927, -0.4359,
         -0.0557, -0.9267, -1.1418,  2.8482,  1.2131,  2.8977, -1.4626]])"
760,516510725246705665,1,0,1,1,1,1,2,"Ecco la ""buona scuola"" italiana del futuro....? Speriamo di no! http://t.co/f1MWzMAFPq","['Ecco la ""buona scuola"" italiana del futuro....? Speriamo di no! http://t.co/f1MWzMAFPq']",['commento'],"tensor([[-0.9198, -0.7834,  0.0657,  1.2247, -0.3497, -0.3632, -0.6118,  2.1117,
         -0.2924,  0.2796, -0.5667, -0.1916, -1.2353,  1.1343, -1.5646, -1.0783,
         -0.7299, -1.1523, -1.7300,  2.0984,  0.8691,  3.7473, -1.1935]])"
761,516524465917030400,0,0,0,0,0,0,2,"Scuola: presentare problemi, non conoscenze preconfezionate #LuigiBerlinguer #ri-creazione #labuonascuola","['Scuola: presentare problemi, non conoscenze preconfezionate #LuigiBerlinguer #ri-creazione #labuonascuola']",['prescrizione'],"tensor([[-1.2215, -0.4733, -0.0694,  0.3865, -0.6513,  0.4047,  0.1076,  0.7579,
         -0.5173,  0.2877, -0.3335, -0.4898, -1.1337,  0.7084, -1.6759, -0.3342,
         -0.3181, -1.3757, -1.2746,  4.2315,  1.0089,  2.4321, -1.2077]])"
762,516525735293771776,1,0,0,0,0,0,2,"La massima.parte di ciò che si impara oggi, non s'impara a scuola #LuigiBerlinguer #ri-creazione #labuonascuola","[""La massima.parte di ciò che si impara oggi, non s'impara a scuola"", ' #LuigiBerlinguer #ri-creazione #labuonascuola']","['sancire', 'non risposta']","tensor([[-1.7135, -0.6647,  0.5307,  1.1131, -0.4777,  0.3889, -0.5807,  1.3864,
         -1.0678,  0.6604,  0.0416,  0.1711, -1.4655,  1.5090, -0.6063, -1.3330,
         -0.9454, -1.6017, -2.4578,  2.4802,  2.0454,  1.9470, -1.0293]])"
763,516527093405196290,1,0,1,1,0,0,2,A scuola non ha ancora diritto di cittadinanza la gioia #LuigiBerlinguer #ri-creazione #labuonascuola,['A scuola non ha ancora diritto di cittadinanza la gioia #LuigiBerlinguer #ri-creazione #labuonascuola'],['non risposta'],"tensor([[-1.9268, -0.6610,  1.0311,  0.7592, -0.7107,  0.7904, -0.2572,  1.2656,
         -1.1023,  1.1115,  0.4143, -0.1151, -1.6921,  1.9520, -0.8493, -1.2090,
         -1.1163, -1.6049, -2.3230,  2.8828,  1.9541,  1.4042, -1.0907]])"
764,516552131529437185,1,0,1,1,1,0,2,AHAHAHA la buona scuola finanziata dai tagli su universita' e ricerca ahahahah http://t.co/FcPfXOSIJy,"[""AHAHAHA la buona scuola finanziata dai tagli su universita' e ricerca ahahahah http://t.co/FcPfXOSIJy""]",['commento'],"tensor([[-0.9198, -0.7834,  0.0657,  1.2247, -0.3497, -0.3632, -0.6118,  2.1117,
         -0.2924,  0.2796, -0.5667, -0.1916, -1.2353,  1.1343, -1.5646, -1.0783,
         -0.7299, -1.1523, -1.7300,  2.0984,  0.8691,  3.7473, -1.1935]])"
765,516567266859974656,1,0,1,0,0,1,2,Sondaggio riforma scuola per aziendalizz. Furbescamente accento è su assunzioni ma riguarda riforma tutta #benicomuni http://t.co/Yh1OLuL57P,['Sondaggio riforma scuola per aziendalizz. Furbescamente accento è su assunzioni ma riguarda riforma tutta #benicomuni http://t.co/Yh1OLuL57P'],['commento'],"tensor([[-0.9198, -0.7834,  0.0657,  1.2247, -0.3497, -0.3632, -0.6118,  2.1117,
         -0.2924,  0.2796, -0.5667, -0.1916, -1.2353,  1.1343, -1.5646, -1.0783,
         -0.7299, -1.1523, -1.7300,  2.0984,  0.8691,  3.7473, -1.1935]])"
766,516582462001283073,1,0,0,0,0,0,2,.@MiurSocial partecipiamo alla consultazione de #labuonascuola lo scriviamo anche sulle macchine http://t.co/Ebw6v76PzA,['.@MiurSocial partecipiamo alla consultazione de #labuonascuola lo scriviamo anche sulle macchine http://t.co/Ebw6v76PzA'],['non risposta'],"tensor([[-1.9268, -0.6610,  1.0311,  0.7592, -0.7107,  0.7904, -0.2572,  1.2656,
         -1.1023,  1.1115,  0.4143, -0.1151, -1.6921,  1.9520, -0.8493, -1.2090,
         -1.1163, -1.6049, -2.3230,  2.8828,  1.9541,  1.4042, -1.0907]])"
767,516599488522510336,0,0,0,0,0,0,2,#labuonascuola #cambiagusto grazie alle #consulte per questa iniziativa http://t.co/hT2AKtKQst @SpazioConsulte @SteGiannini @matteorenzi,['#labuonascuola #cambiagusto grazie alle #consulte per questa iniziativa http://t.co/hT2AKtKQst @SpazioConsulte @SteGiannini @matteorenzi'],['non risposta'],"tensor([[-1.9268, -0.6610,  1.0311,  0.7592, -0.7107,  0.7904, -0.2572,  1.2656,
         -1.1023,  1.1115,  0.4143, -0.1151, -1.6921,  1.9520, -0.8493, -1.2090,
         -1.1163, -1.6049, -2.3230,  2.8828,  1.9541,  1.4042, -1.0907]])"
768,516603631249162240,0,0,0,0,0,0,2,#labuonascuola così ci esprimemmo http://t.co/X5g6hwTsAA http://t.co/G7JcjsTHBe,['#labuonascuola così ci esprimemmo http://t.co/X5g6hwTsAA http://t.co/G7JcjsTHBe'],['non risposta'],"tensor([[-1.9268, -0.6610,  1.0311,  0.7592, -0.7107,  0.7904, -0.2572,  1.2656,
         -1.1023,  1.1115,  0.4143, -0.1151, -1.6921,  1.9520, -0.8493, -1.2090,
         -1.1163, -1.6049, -2.3230,  2.8828,  1.9541,  1.4042, -1.0907]])"
769,516622024027160576,1,0,0,0,0,0,2,@pdnetwork @matteorenzi l'importante è non chiedere soldi per la buona scuola,"[""@pdnetwork @matteorenzi l'importante è non chiedere soldi per la buona scuola""]",['sancire'],"tensor([[-0.8943, -1.0592, -0.1099,  0.8642, -0.6931, -0.0558, -0.0165,  0.9286,
          0.1337,  0.1555, -0.7140, -0.1405, -1.1749,  0.7142, -1.5927, -0.4359,
         -0.0557, -0.9267, -1.1418,  2.8482,  1.2131,  2.8977, -1.4626]])"
770,516626805542125568,0,0,0,0,0,0,2,"1 miliardo per la ""buona scuola"", 1 miliardo per i comuni per sbloccare le opere pubbliche, 2 miliardi per riduzione del costo del lavoro","['1 miliardo per la ""buona scuola"", 1 miliardo per i comuni per sbloccare le opere pubbliche, 2 miliardi per riduzione del costo del lavoro']",['sancire'],"tensor([[-0.8943, -1.0592, -0.1099,  0.8642, -0.6931, -0.0558, -0.0165,  0.9286,
          0.1337,  0.1555, -0.7140, -0.1405, -1.1749,  0.7142, -1.5927, -0.4359,
         -0.0557, -0.9267, -1.1418,  2.8482,  1.2131,  2.8977, -1.4626]])"
771,516693515544588288,1,0,1,1,1,0,2,Il #futuro si crea grazie alla #scuola. Ma se la scuola va male? Dove lo trovo il mio futuro? #labuonascuola,"['Il #futuro si crea grazie alla #scuola.', ' Ma se la scuola va male? Dove lo trovo il mio futuro? #labuonascuola']","['sancire', 'commento']","tensor([[-1.1198, -0.9466,  0.2662,  1.2490, -0.4023, -0.0980, -0.5579,  1.5334,
         -0.4615,  0.3648, -0.4114, -0.1389, -1.4552,  1.3434, -1.3026, -0.9103,
         -0.6654, -1.5052, -1.6669,  2.5381,  0.9872,  3.4543, -1.2832]])"
772,516701254668791808,1,0,1,0,0,1,2,..buona scuola... buono scuola..ma i cattivi siam sempre noi ? Mai che nessuno si ricordi che la scuola la... http://t.co/CsSufLKlt9,"['..buona scuola... buono scuola..ma i cattivi siam sempre noi ?', ' Mai che nessuno si ricordi che la scuola la...', ' http://t.co/CsSufLKlt9']","['commento', 'commento', 'non risposta']","tensor([[-1.2365, -0.7399,  0.8754,  0.5147, -0.4480, -0.0483, -0.4074,  1.9795,
         -0.5821,  0.9706, -0.1131, -0.2695, -1.5569,  1.8185, -0.8842, -1.0863,
         -0.6931, -1.5537, -1.8914,  2.2785,  1.3956,  1.7476, -1.2060]])"
773,516827777128206337,1,1,0,0,1,0,2,"#labuonascuola noi docenti di III fascia, il sangue che fa vivere la scuola#MIDAperRuolo#PAS2015","['#labuonascuola noi docenti di III fascia, il sangue che fa vivere la scuola#MIDAperRuolo#PAS2015']",['ridimensionamento'],"tensor([[-1.1793, -0.2982, -0.1765,  0.5912, -0.7510, -0.1218, -0.3854,  1.1962,
         -0.4467,  0.0122, -0.4273, -0.2480, -1.0580,  0.6934, -1.2976, -0.6389,
         -0.0951, -1.5466, -1.2170,  3.3577,  1.2990,  2.7926, -1.2039]])"
774,516880919228317696,1,1,0,0,1,0,2,@FusacchiA sempre in prima linea x la buona scuola??!!!!! #idoneiconcorsone2012 in prima linea con lei.. AVANTI TUTTA,['@FusacchiA sempre in prima linea x la buona scuola??!!!!! #idoneiconcorsone2012 in prima linea con lei.. AVANTI TUTTA'],['commento'],"tensor([[-0.9198, -0.7834,  0.0657,  1.2247, -0.3497, -0.3632, -0.6118,  2.1117,
         -0.2924,  0.2796, -0.5667, -0.1916, -1.2353,  1.1343, -1.5646, -1.0783,
         -0.7299, -1.1523, -1.7300,  2.0984,  0.8691,  3.7473, -1.1935]])"
775,516895315539279872,0,0,0,0,0,0,2,#Sblocca-la buona scuola http://t.co/MIr4T4NCil,['#Sblocca-la buona scuola http://t.co/MIr4T4NCil'],['non risposta'],"tensor([[-1.9268, -0.6610,  1.0311,  0.7592, -0.7107,  0.7904, -0.2572,  1.2656,
         -1.1023,  1.1115,  0.4143, -0.1151, -1.6921,  1.9520, -0.8493, -1.2090,
         -1.1163, -1.6049, -2.3230,  2.8828,  1.9541,  1.4042, -1.0907]])"
776,516937517338472448,0,0,0,0,0,0,2,In corso incontro Miur-Usr si parla anche di #consultazione e #labuonascuola per coinvolgimento territori,['In corso incontro Miur-Usr si parla anche di #consultazione e #labuonascuola per coinvolgimento territori'],['descrizione'],"tensor([[-1.0005, -0.5041, -0.2311,  0.6449, -0.5302,  0.2836, -0.1331,  0.8734,
         -0.4865,  0.0697, -0.4291, -0.3043, -1.1621,  0.6095, -1.8699, -0.2857,
         -0.6087, -1.4652, -1.1584,  4.0568,  0.5766,  3.0614, -1.0879]])"
777,516978593709436928,1,0,1,0,0,1,2,"@diMartedi  La ""buona scuola"" assume docenti idonei e senza servizio e rottama i docenti abilitati e con anni di servizio.#MIDAperRUOLO","['@diMartedi  La ""buona scuola"" assume docenti idonei e senza servizio e rottama i docenti abilitati e con anni di servizio.#MIDAperRUOLO']",['sancire'],"tensor([[-0.8943, -1.0592, -0.1099,  0.8642, -0.6931, -0.0558, -0.0165,  0.9286,
          0.1337,  0.1555, -0.7140, -0.1405, -1.1749,  0.7142, -1.5927, -0.4359,
         -0.0557, -0.9267, -1.1418,  2.8482,  1.2131,  2.8977, -1.4626]])"
778,516993780785115137,1,0,1,1,1,1,2,A giugno ne #labuonascuola la situazione era qst: https://t.co/3IPnvc8JZm Ora peggio. Grazie #Renzi!  Grazie #Marino! http://t.co/UMWCxL3aZR,['A giugno ne #labuonascuola la situazione era qst: https://t.co/3IPnvc8JZm Ora peggio. Grazie #Renzi!  Grazie #Marino! http://t.co/UMWCxL3aZR'],['commento'],"tensor([[-0.9198, -0.7834,  0.0657,  1.2247, -0.3497, -0.3632, -0.6118,  2.1117,
         -0.2924,  0.2796, -0.5667, -0.1916, -1.2353,  1.1343, -1.5646, -1.0783,
         -0.7299, -1.1523, -1.7300,  2.0984,  0.8691,  3.7473, -1.1935]])"
779,517018972676689920,1,0,1,0,0,1,2,#labuonascuola assume tutti i precari con più di 3 anni di insegnamento. No a differenziazioni tra fasce. #dimartedi #MIDAperRUOLO,['#labuonascuola assume tutti i precari con più di 3 anni di insegnamento. No a differenziazioni tra fasce. #dimartedi #MIDAperRUOLO'],['sancire'],"tensor([[-0.8943, -1.0592, -0.1099,  0.8642, -0.6931, -0.0558, -0.0165,  0.9286,
          0.1337,  0.1555, -0.7140, -0.1405, -1.1749,  0.7142, -1.5927, -0.4359,
         -0.0557, -0.9267, -1.1418,  2.8482,  1.2131,  2.8977, -1.4626]])"
780,517024465679814656,1,0,1,0,0,1,2,"Salve a tutti, la buona scuola non si fa per pubblicità, ma si struttura ogni giorno nelle classi, nei laboratori con i propri allievi.","['Salve a tutti, la buona scuola non si fa per pubblicità, ma si struttura ogni giorno nelle classi, nei laboratori con i propri allievi.']",['sancire'],"tensor([[-0.8943, -1.0592, -0.1099,  0.8642, -0.6931, -0.0558, -0.0165,  0.9286,
          0.1337,  0.1555, -0.7140, -0.1405, -1.1749,  0.7142, -1.5927, -0.4359,
         -0.0557, -0.9267, -1.1418,  2.8482,  1.2131,  2.8977, -1.4626]])"
781,517071482162536448,0,0,0,0,0,0,2,Perché pedagogisti e educatori fanno #labuonascuola  vita la proposta sostieni i professionisti del sociale https://t.co/NtW1Cr448Q,['Perché pedagogisti e educatori fanno #labuonascuola  vita la proposta sostieni i professionisti del sociale https://t.co/NtW1Cr448Q'],['ridimensionamento'],"tensor([[-1.1793, -0.2982, -0.1765,  0.5912, -0.7510, -0.1218, -0.3854,  1.1962,
         -0.4467,  0.0122, -0.4273, -0.2480, -1.0580,  0.6934, -1.2976, -0.6389,
         -0.0951, -1.5466, -1.2170,  3.3577,  1.2990,  2.7926, -1.2039]])"
782,517198957710434304,1,1,0,0,1,0,2,@MiurSocial avanti con #labuonascuola http://t.co/duC9RPqR3J,['@MiurSocial avanti con #labuonascuola http://t.co/duC9RPqR3J'],['non risposta'],"tensor([[-1.9268, -0.6610,  1.0311,  0.7592, -0.7107,  0.7904, -0.2572,  1.2656,
         -1.1023,  1.1115,  0.4143, -0.1151, -1.6921,  1.9520, -0.8493, -1.2090,
         -1.1163, -1.6049, -2.3230,  2.8828,  1.9541,  1.4042, -1.0907]])"
783,517202365867626496,1,0,1,0,0,1,2,"@FusacchiA in Gae c'è di tutto (abilitati fantasma, ecc): NOI siamo vincitori di concorso! Assurdo che #labuonascuola azzeri le differenze!","[""@FusacchiA in Gae c'è di tutto (abilitati fantasma, ecc): NOI siamo vincitori di concorso!"", ' Assurdo che #labuonascuola azzeri le differenze!']","['non risposta', 'giudizio']","tensor([[-1.9862, -0.4613,  0.7975,  1.4644, -0.3748,  0.3150, -0.8575,  0.7986,
         -1.4599,  0.7644,  0.6726,  0.3400, -1.5257,  1.5332, -0.1977, -1.6320,
         -1.2401, -2.0972, -2.4067,  2.1421,  1.6108,  2.2703, -0.6664]])"
784,517207151862095872,1,0,1,1,0,1,2,@rossbrescia Il prof. Fotticchia potrebbe fare una gag sulla situazione assurda che #labuonascuola creerà?,['@rossbrescia Il prof. Fotticchia potrebbe fare una gag sulla situazione assurda che #labuonascuola creerà?'],['commento'],"tensor([[-0.9198, -0.7834,  0.0657,  1.2247, -0.3497, -0.3632, -0.6118,  2.1117,
         -0.2924,  0.2796, -0.5667, -0.1916, -1.2353,  1.1343, -1.5646, -1.0783,
         -0.7299, -1.1523, -1.7300,  2.0984,  0.8691,  3.7473, -1.1935]])"
785,517226799903039488,1,1,1,0,1,1,2,Ok il superamento #articolo18 ma ai giovani serve ancor più #labuonascuola che è rimasta sulla carta http://t.co/JGjWLX5Doz @bollettinoADAPT,['Ok il superamento #articolo18 ma ai giovani serve ancor più #labuonascuola che è rimasta sulla carta http://t.co/JGjWLX5Doz @bollettinoADAPT'],['sancire'],"tensor([[-0.8943, -1.0592, -0.1099,  0.8642, -0.6931, -0.0558, -0.0165,  0.9286,
          0.1337,  0.1555, -0.7140, -0.1405, -1.1749,  0.7142, -1.5927, -0.4359,
         -0.0557, -0.9267, -1.1418,  2.8482,  1.2131,  2.8977, -1.4626]])"
786,517241954019442689,0,0,0,0,0,0,2,relazione buona scuola - carriera/scatti:  http://t.co/BQNAdQxbjx,['relazione buona scuola - carriera/scatti:  http://t.co/BQNAdQxbjx'],['ridimensionamento'],"tensor([[-1.1793, -0.2982, -0.1765,  0.5912, -0.7510, -0.1218, -0.3854,  1.1962,
         -0.4467,  0.0122, -0.4273, -0.2480, -1.0580,  0.6934, -1.2976, -0.6389,
         -0.0951, -1.5466, -1.2170,  3.3577,  1.2990,  2.7926, -1.2039]])"
787,517260967533883392,0,0,0,0,0,0,2,"#labuonascuola  deve essere attuale, capace di comunicare agli allievi il valore del dialogo senza rinunciare alla tradizione e alla cultura","['#labuonascuola  deve essere attuale, capace di comunicare agli allievi il valore del dialogo senza rinunciare alla tradizione e alla cultura']",['prescrizione'],"tensor([[-1.2215, -0.4733, -0.0694,  0.3865, -0.6513,  0.4047,  0.1076,  0.7579,
         -0.5173,  0.2877, -0.3335, -0.4898, -1.1337,  0.7084, -1.6759, -0.3342,
         -0.3181, -1.3757, -1.2746,  4.2315,  1.0089,  2.4321, -1.2077]])"
788,517317763363119104,1,1,0,0,1,0,2,La buona scuola esiste già e può crescere solo con l'impegno di tutti http://t.co/Cf51GJKdEy,"[""La buona scuola esiste già e può crescere solo con l'impegno di tutti"", ' http://t.co/Cf51GJKdEy']","['sancire', 'ridimensionamento']","tensor([[-0.7498, -0.2206, -0.3686,  1.1313, -0.7875, -0.2073, -0.8252,  0.9137,
         -0.3852, -0.0093, -0.4576,  0.2317, -0.7480,  0.5931, -0.9734, -0.5483,
         -0.6885, -1.0169, -1.8023,  2.6119,  1.2906,  3.2237, -1.2556]])"
789,517345831406424064,0,0,0,0,0,0,2,Anche Cittadinanza Attiva parteciperà all'incontro/confronto su #labuonascuola allo Yif il 14 ottobre @MiurSocial @Cittadinanzatti,"[""Anche Cittadinanza Attiva parteciperà all'incontro/confronto su #labuonascuola allo Yif il 14 ottobre @MiurSocial @Cittadinanzatti""]",['descrizione'],"tensor([[-1.0005, -0.5041, -0.2311,  0.6449, -0.5302,  0.2836, -0.1331,  0.8734,
         -0.4865,  0.0697, -0.4291, -0.3043, -1.1621,  0.6095, -1.8699, -0.2857,
         -0.6087, -1.4652, -1.1584,  4.0568,  0.5766,  3.0614, -1.0879]])"
790,517346478558568448,1,0,0,0,0,0,2,Ricorda che hai tempo sino al 15 novembre per aiutarci a riscrivere la Scuola su http://t.co/tQ5aavsgvl #labuonascuola. Diffondi!,['Ricorda che hai tempo sino al 15 novembre per aiutarci a riscrivere la Scuola su http://t.co/tQ5aavsgvl #labuonascuola. Diffondi!'],['prescrizione'],"tensor([[-1.2215, -0.4733, -0.0694,  0.3865, -0.6513,  0.4047,  0.1076,  0.7579,
         -0.5173,  0.2877, -0.3335, -0.4898, -1.1337,  0.7084, -1.6759, -0.3342,
         -0.3181, -1.3757, -1.2746,  4.2315,  1.0089,  2.4321, -1.2077]])"
791,517352263179071488,0,0,0,0,0,0,2,Anche all incontro nazionale di Frequenza200 Roma a San Basilio il 13 ott. si parla di #labuonascuola @MiurSocial @IntervitaOnlus,['Anche all incontro nazionale di Frequenza200 Roma a San Basilio il 13 ott. si parla di #labuonascuola @MiurSocial @IntervitaOnlus'],['descrizione'],"tensor([[-1.0005, -0.5041, -0.2311,  0.6449, -0.5302,  0.2836, -0.1331,  0.8734,
         -0.4865,  0.0697, -0.4291, -0.3043, -1.1621,  0.6095, -1.8699, -0.2857,
         -0.6087, -1.4652, -1.1584,  4.0568,  0.5766,  3.0614, -1.0879]])"
792,517377156390080512,1,0,0,0,0,0,2,"@profilocriminal @PuglisiPD @pdnetwork @SenatoriPD Una buona scuola,passione,considerazione,rispetto. Anche per chi non se lì aspetta.","['@profilocriminal @PuglisiPD @pdnetwork @SenatoriPD Una buona scuola,passione,considerazione,rispetto. Anche per chi non se lì aspetta.']",['non risposta'],"tensor([[-1.9268, -0.6610,  1.0311,  0.7592, -0.7107,  0.7904, -0.2572,  1.2656,
         -1.1023,  1.1115,  0.4143, -0.1151, -1.6921,  1.9520, -0.8493, -1.2090,
         -1.1163, -1.6049, -2.3230,  2.8828,  1.9541,  1.4042, -1.0907]])"
793,517397058870079489,1,0,1,1,1,1,2,#labuonascuola è un pacco (stesso design di Poltrone&amp;Sofà: gli artigiani della qualità...cinese). @SteGiannini http://t.co/xXLKcZcVBU,['#labuonascuola è un pacco (stesso design di Poltrone&amp;Sofà: gli artigiani della qualità...cinese). @SteGiannini http://t.co/xXLKcZcVBU'],['non risposta'],"tensor([[-1.9268, -0.6610,  1.0311,  0.7592, -0.7107,  0.7904, -0.2572,  1.2656,
         -1.1023,  1.1115,  0.4143, -0.1151, -1.6921,  1.9520, -0.8493, -1.2090,
         -1.1163, -1.6049, -2.3230,  2.8828,  1.9541,  1.4042, -1.0907]])"
794,517558152209125376,0,0,0,0,0,0,2,@Moige_genitori Cosa pensano i genitori della #labuonascuola http://t.co/KLAeruuky0,['@Moige_genitori Cosa pensano i genitori della #labuonascuola http://t.co/KLAeruuky0'],['ridimensionamento'],"tensor([[-1.1793, -0.2982, -0.1765,  0.5912, -0.7510, -0.1218, -0.3854,  1.1962,
         -0.4467,  0.0122, -0.4273, -0.2480, -1.0580,  0.6934, -1.2976, -0.6389,
         -0.0951, -1.5466, -1.2170,  3.3577,  1.2990,  2.7926, -1.2039]])"
795,517685589056180224,1,1,0,0,1,0,2,"@marcocampione grazie per aver ricordato ""A scuola si cresce sicuri"" formate 1.800 persone #labuonascuola http://t.co/0W3xQpbg3E","['@marcocampione grazie per aver ricordato ""A scuola si cresce sicuri"" formate 1.800 persone #labuonascuola http://t.co/0W3xQpbg3E']",['non risposta'],"tensor([[-1.9268, -0.6610,  1.0311,  0.7592, -0.7107,  0.7904, -0.2572,  1.2656,
         -1.1023,  1.1115,  0.4143, -0.1151, -1.6921,  1.9520, -0.8493, -1.2090,
         -1.1163, -1.6049, -2.3230,  2.8828,  1.9541,  1.4042, -1.0907]])"
796,517701903699165184,0,0,0,0,0,0,2,"#labuonascuola   ""La Buona Scuola. Facciamo crescere il paese"". Partecipa ai seminari di studio che il Presidente... http://t.co/fHVNEyCsmD","['#labuonascuola   ""La Buona Scuola. Facciamo crescere il paese"". Partecipa ai seminari di studio che il Presidente... http://t.co/fHVNEyCsmD']",['non risposta'],"tensor([[-1.9268, -0.6610,  1.0311,  0.7592, -0.7107,  0.7904, -0.2572,  1.2656,
         -1.1023,  1.1115,  0.4143, -0.1151, -1.6921,  1.9520, -0.8493, -1.2090,
         -1.1163, -1.6049, -2.3230,  2.8828,  1.9541,  1.4042, -1.0907]])"
797,517710349005778945,1,0,0,0,0,0,2,"1271 adesioni alla proposta #lapedagogiaascuola!!!, per farci ascoltare da #labuonascuola.  Votate! E fatelo sapere https://t.co/ij6NOZhnKa","['1271 adesioni alla proposta #lapedagogiaascuola!!!, per farci ascoltare da #labuonascuola.  Votate! E fatelo sapere', ' https://t.co/ij6NOZhnKa']","['non risposta', 'non risposta']","tensor([[-1.8253, -0.7666,  1.4228,  0.4725, -0.7201,  0.5337,  0.0637,  1.1582,
         -0.9036,  1.6074,  0.4648, -0.1188, -1.7185,  2.2171, -0.6007, -1.2113,
         -0.8406, -1.5306, -2.2169,  2.2497,  1.8833,  0.8233, -1.0257]])"
798,517714090085478400,0,0,0,0,0,0,2,"La buona scuola, fase di ascolto fino al 15 novembre  Immagino la fase di ascolto sul documento “La Buona Scuola”... http://t.co/aTnJAifH7y","['La buona scuola, fase di ascolto fino al 15 novembre  Immagino la fase di ascolto sul documento “La Buona Scuola”... http://t.co/aTnJAifH7y']",['descrizione'],"tensor([[-1.0005, -0.5041, -0.2311,  0.6449, -0.5302,  0.2836, -0.1331,  0.8734,
         -0.4865,  0.0697, -0.4291, -0.3043, -1.1621,  0.6095, -1.8699, -0.2857,
         -0.6087, -1.4652, -1.1584,  4.0568,  0.5766,  3.0614, -1.0879]])"
799,517722554598182912,1,0,1,0,0,1,2,La scuola di Renzi: se la conosci ti opponi. Verso lo sciopero del 10 ottobre.  #labuonascuola http://t.co/qVly23apkX,"['La scuola di Renzi: se la conosci ti opponi. Verso', ' lo sciopero del 10 ottobre.  #labuonascuola http://t.co/qVly23apkX']","['prescrizione', 'ridimensionamento']","tensor([[-1.1900, -0.4762, -0.0705,  0.6358, -0.7409,  0.3932, -0.5422,  1.1931,
         -0.7764,  0.2507, -0.1068, -0.2590, -1.1921,  0.7830, -1.2046, -0.5137,
         -0.6042, -1.3661, -1.5964,  3.8403,  1.4140,  2.4647, -1.1002]])"
800,517735829343850496,1,1,0,0,1,0,2,@CristinaPDV @Cineca1969 @MiurSocial con @ProgrammaFuturo iniziamo a farlo. Anche questa è #labuonascuola,['@CristinaPDV @Cineca1969 @MiurSocial con @ProgrammaFuturo iniziamo a farlo. Anche questa è #labuonascuola'],['non risposta'],"tensor([[-1.9268, -0.6610,  1.0311,  0.7592, -0.7107,  0.7904, -0.2572,  1.2656,
         -1.1023,  1.1115,  0.4143, -0.1151, -1.6921,  1.9520, -0.8493, -1.2090,
         -1.1163, -1.6049, -2.3230,  2.8828,  1.9541,  1.4042, -1.0907]])"
