,Unnamed: 0,idtwitter,subj,opos,oneg,iro,lpos,lneg,top,text,Stralci_predetti,Repertori_predetti,Rep Out
1010,1010,521934276942897152,1,0,0,0,0,0,2,"##labuonascuola allo Yif, Marotta \Evitiamo di creare steccati: ora tutti possiamo date un contributo per migliorare la scuola\"" @MiurSocial""","['##labuonascuola allo Yif, Marotta \\Evitiamo di creare steccati: ora tutti possiamo', ' date un contributo per migliorare la scuola\\"" @MiurSocial""']","['prescrizione', 'prescrizione']","tensor([[-1.7687, -1.1457,  0.8784, -1.6323, -0.1172,  0.3224,  2.1581, -1.0793,
          0.9543,  0.5797,  0.4909, -1.2613, -0.7252, -0.3786,  0.4528, -0.9795,
          3.0221, -1.1273,  2.5401,  0.3805,  1.1721, -1.7641,  0.8690]])"
1011,1011,521936270772416513,1,0,0,0,0,0,2,"#labuonascuola allo Yif, Mengucci \Quello che manca oggi è la formazione dei docenti' #Yif2014 #Roma @MiurSocial""","['#labuonascuola allo Yif, Mengucci \\Quello che manca oggi è la formazione dei docenti\' #Yif2014 #Roma @MiurSocial""']",['sancire'],"tensor([[-1.9900, -0.6593,  1.8375, -0.2078,  0.2071, -0.3523, -0.1798,  1.8214,
         -0.6633,  1.4352,  1.3364, -0.8537, -1.8798,  2.1997,  0.2090, -2.0671,
         -0.4577, -1.4987, -1.2741,  1.5101,  2.7131,  0.4251, -0.0667]])"
1012,1012,521936408760840193,0,0,0,0,0,0,2,"#labuonascuola allo Yif,  Mengucci \ La vera formazione si fa sul campo\"" #Yif2014 #Roma @MiurSocial""","['#labuonascuola allo Yif,  Mengucci \\ La vera formazione si fa sul campo\\"" #Yif2014 #Roma @MiurSocial""']",['sancire'],"tensor([[-2.1973, -0.8807,  2.3361, -0.0409, -0.1361, -0.2943,  0.0306,  1.3050,
         -0.6108,  1.7357,  1.6897, -0.8261, -1.9472,  2.6312,  0.5261, -2.1450,
         -0.4852, -1.4678, -1.2864,  0.6888,  2.7515,  0.0227, -0.1827]])"
1013,1013,521936414037262336,1,0,1,0,0,1,2,Non capisco come fanno persone che prendono migliaia di euro e non hanno insegnato a dire a chi insegna da 30 anni come fare #labuonascuola,['Non capisco come fanno persone che prendono migliaia di euro e non hanno insegnato a dire a chi insegna da 30 anni come fare #labuonascuola'],['opinione'],"tensor([[-2.1183, -1.5570,  2.0032,  0.1489,  0.2278,  0.7354,  1.0473,  0.2980,
         -1.0074,  1.0916,  1.6042, -0.0102, -1.4090,  0.9589,  2.7611, -1.4639,
         -0.8402, -2.5224, -1.1929,  0.1061,  1.6242, -1.2887,  1.8335]])"
1014,1014,521936886764695552,0,0,0,0,0,0,2,"#labuonascuola allo Yif, Mengucci \ La vera educazione si fa con il cuore\"" #Yif2014 #Roma""","['#labuonascuola allo Yif, Mengucci \\ La vera educazione si fa con il cuore\\"" #Yif2014 #Roma""']",['commento'],"tensor([[-2.3430, -0.7727,  2.6747, -0.1317, -0.3694, -0.2947,  0.4559,  0.5371,
         -0.5398,  2.0606,  1.9995, -0.6598, -1.7562,  2.6591,  0.9129, -2.3858,
         -0.0846, -1.2373, -1.5058, -0.0995,  2.7150, -0.6083, -0.1507]])"
1015,1015,521938897904087040,0,0,0,0,0,0,2,"#labuonascuola allo Yif,  Luccisano \Molte testimonianze interessati\"" #Yif2014 #Roma @MiurSocial""","['#labuonascuola allo Yif,  Luccisano \\Molte testimonianze interessati\\"" #Yif2014 #Roma @MiurSocial""']",['ridimensionamento'],"tensor([[-1.6765, -0.9740,  0.8194, -0.0773,  0.4328, -1.0151, -0.9797,  3.1038,
         -0.0653,  0.8405,  0.2458, -1.0562, -1.7973,  1.3601, -0.3652, -1.0919,
         -0.0839, -1.1914, -0.4236,  2.6822,  2.3338,  1.5372, -0.2982]])"
1016,1016,521939215362555904,0,0,0,0,0,0,2,"#labuonascuola allo Yif,  Luccisano parla ai ragazzi \State con le antenne alzate in ogni momento della giornata\"" #Yif2014 @MiurSocial""","['#labuonascuola allo Yif,  Luccisano parla ai ragazzi \\State con le antenne alzate in ogni momento della giornata\\"" #Yif2014 @MiurSocial""']",['sancire'],"tensor([[-2.2828, -0.8914,  1.0388, -0.2406, -0.3998, -0.1452,  1.0622,  1.2674,
          0.2999,  1.3171,  0.4827, -0.2086, -1.9080,  0.8328,  0.2036, -2.7501,
          2.3720, -1.0926, -0.3212,  0.3633,  2.9434, -0.0208, -0.2055]])"
1017,1017,521939568225173505,0,0,0,0,0,0,2,"#labuonascuola allo Yif,  Luccisano ai ragazzi \State scrivendo il futuro della vostra vita\"" @MiurSocial #Yif2014""","['#labuonascuola allo Yif,  Luccisano ai ragazzi \\State scrivendo il futuro della vostra vita\\"" @MiurSocial #Yif2014""']",['sancire'],"tensor([[-2.1197, -0.8008,  1.5740, -0.8531, -0.4605, -0.7018,  1.7279,  1.0657,
          0.8840,  1.4457,  0.7044, -1.4191, -2.0463,  1.4498,  0.2385, -1.8986,
          1.7003, -0.7032, -0.3246,  0.8360,  2.6016, -0.2336, -0.6295]])"
1018,1018,521958475090649088,1,1,0,0,1,0,2,"150 dibattiti per #labuonascuola, 27 solo in Sicilia, perché per raggiungere tutti nn basta essere online @MiurSocial http://t.co/rK5njo7tWS","['150 dibattiti per #labuonascuola, 27 solo in Sicilia,', ' perché per raggiungere tutti nn basta essere online @MiurSocial http://t.co/rK5njo7tWS']","['specificazione', 'giustificazione']","tensor([[-2.1712, -0.6805,  0.3837,  0.4747,  0.7402,  0.0650, -1.2138,  1.9617,
         -0.5921,  0.6355, -0.2304,  0.1052, -2.2490,  1.0670, -0.4524, -1.3497,
          0.1061, -2.1016,  0.2017,  2.1150,  2.4299,  0.9656,  0.5112]])"
1019,1019,521958695047938049,1,0,0,0,0,0,2,La buona scuola.la facciamo noi #Fano @PuglisiPD @giovannigostoli @pdpu http://t.co/Rby6fx3Yyf,['La buona scuola.la facciamo noi #Fano @PuglisiPD @giovannigostoli @pdpu http://t.co/Rby6fx3Yyf'],['sancire'],"tensor([[-2.1727, -0.1563,  1.2044,  0.6874,  0.1956,  0.2167,  0.2322,  1.3861,
          0.0647,  0.6678,  0.0427,  0.4451, -1.7613,  1.7217,  0.0038, -2.3039,
         -1.0554, -1.8757, -1.1168,  0.9816,  2.7414,  1.1154, -0.1515]])"
1020,1020,522103930738966528,1,1,1,0,1,1,2,Soffiata:la legge di stabilità nn va bene.Panico. @matteorenzi ci rassicuri.Nn infranga le speranze de #labuonascuola #idoneiconcorsone2012,"['Soffiata:la legge di stabilità nn va bene.', 'Panico. @matteorenzi ci rassicuri.Nn infranga le speranze de #labuonascuola #idoneiconcorsone2012']","['opinione', 'deresponsabilizzazione']","tensor([[-1.8762, -1.0559,  2.6237, -1.2613, -0.5518,  0.9047,  2.2772, -0.7478,
         -0.5127,  1.4296,  2.3992, -1.0290, -1.1014,  1.3742,  1.9558, -1.4743,
         -0.1303, -1.0265, -1.6204,  0.2053,  2.1957, -2.1298,  0.5735]])"
1021,1021,522122564257476610,1,0,1,0,0,1,2,@SteGiannini #vincitorisenzacattedra = capitale umano = anni rubati a chi attende il ruolo: quanto valiamo x #labuonascuola ? Spiegatevi!,['@SteGiannini #vincitorisenzacattedra = capitale umano = anni rubati a chi attende il ruolo: quanto valiamo x #labuonascuola ? Spiegatevi!'],['deresponsabilizzazione'],"tensor([[-2.0908, -0.5593,  2.6575, -1.0758,  0.5652,  1.1260,  2.5465, -0.4404,
         -1.2005,  2.1359,  1.6630, -0.9718, -1.6001,  1.6124,  0.1111, -1.4914,
         -0.3124, -1.9024, -1.2155,  0.6683,  1.9940, -1.5423,  0.4263]])"
1022,1022,522123502531252224,0,0,0,0,0,0,2,"ROMA. Giannini e Regioni al lavoro su \La buona scuola\"":  http://t.co/TKnCpPZK18""","['ROMA. Giannini e Regioni al lavoro su \\La buona scuola\\"":  http://t.co/TKnCpPZK18""']",['descrizione'],"tensor([[-1.6238, -0.8318,  0.8285,  0.1011,  0.4692, -0.1616, -0.5273,  3.3193,
         -0.1160,  0.9188,  0.0368, -0.2452, -1.9882,  1.6250, -0.4571, -1.2528,
         -0.6565, -1.6697, -1.1078,  1.9308,  2.8134,  1.2224, -0.5091]])"
1023,1023,522183390385016832,1,1,0,0,1,0,2,Changing Italy.Transformation+service design for La Buona Scuola - Laboratori palestre d’innovazione http://t.co/cgk69bKjGE #labuonascuola,['Changing Italy.Transformation+service design for La Buona Scuola - Laboratori palestre d’innovazione http://t.co/cgk69bKjGE #labuonascuola'],['ridimensionamento'],"tensor([[-1.1408, -0.1180,  0.7965, -0.5160,  0.4403, -0.6570, -1.0416,  1.9591,
         -0.5444,  0.4805,  0.2118, -0.7887, -1.6239,  1.9088, -0.4456, -0.5739,
         -0.9259, -1.1820, -0.2618,  2.8441,  1.4323,  1.5667, -0.4462]])"
1024,1024,522315083884797952,0,0,0,0,0,0,2,#labuonascuola domani è a #Tradate: @UniLIUC col prof.Puglisi interviene sul collegamento tra #scuola e #Università: http://t.co/pOJdoU04fo,['#labuonascuola domani è a #Tradate: @UniLIUC col prof.Puglisi interviene sul collegamento tra #scuola e #Università: http://t.co/pOJdoU04fo'],['descrizione'],"tensor([[-1.5478, -0.6337,  0.2096, -0.3116,  0.7908, -0.4267, -1.0182,  3.9463,
          0.2707,  0.4640, -0.2699, -0.7850, -1.3706,  1.1869, -0.5612, -1.4022,
          0.0150, -0.9931, -0.1913,  1.8702,  2.0490,  1.3617, -0.3841]])"
1025,1025,522315479202140160,1,0,1,0,0,1,2,Ancora nessun finanziamento dal MIUR per avvio corsi a.a.2014/15 @MiurSocial @FusacchiA @FLuccisano #labuonascuola,['Ancora nessun finanziamento dal MIUR per avvio corsi a.a.2014/15 @MiurSocial @FusacchiA @FLuccisano #labuonascuola'],['sancire'],"tensor([[-1.9301, -0.6356,  0.9954, -0.2554,  0.0216,  0.5654,  0.6873,  1.8972,
         -0.5838,  1.4438,  0.1090, -0.1736, -1.5082,  1.1446, -0.1478, -1.5058,
         -0.2534, -1.5806, -1.3191,  1.7499,  3.7251, -0.2696, -0.0689]])"
1026,1026,522316235615531008,1,0,1,1,0,1,2,Realismo e conservatorismo nella scuola pubblica #labuonascuola #lascuolacrepa http://t.co/5jboKQiCsl,['Realismo e conservatorismo nella scuola pubblica #labuonascuola #lascuolacrepa http://t.co/5jboKQiCsl'],['ridimensionamento'],"tensor([[-1.8463, -0.4938,  1.3004, -0.4153,  0.1633, -0.2155, -0.3120,  1.5462,
         -0.1256,  1.0416,  1.1682, -0.7925, -1.8729,  1.9929,  0.3687, -1.9444,
         -0.2177, -1.6149, -0.6276,  2.2107,  2.1745,  0.6370, -0.2712]])"
1027,1027,522339710572978176,0,0,0,0,0,0,2,"Napoli, crollo in aula al liceo Umberto @matteorenzi  #labuonascuola http://t.co/7to9u5TtQF","['Napoli, crollo in aula al liceo Umberto @matteorenzi  #labuonascuola http://t.co/7to9u5TtQF']",['sancire'],"tensor([[-1.7119,  0.1093,  1.2397,  0.1221, -0.1193, -0.0430, -0.7660,  2.9772,
         -0.6571,  0.8976,  0.6447,  0.0193, -1.3274,  1.8592, -0.1379, -1.4466,
         -1.3926, -1.5902, -1.9174,  1.6146,  2.8946,  0.5927, -0.3956]])"
1028,1028,522373769143517186,1,0,1,0,0,1,2,@matteorenzi no.no no.va benissimo.no anche alla buona scuola.cagata pazzesca,['@matteorenzi no.no no.va benissimo.no anche alla buona scuola.cagata pazzesca'],['non risposta'],"tensor([[-2.0244, -0.7835,  3.0461,  0.0783, -0.8345,  1.1051, -0.1404, -0.3416,
         -1.2378,  1.5900,  2.8562, -0.2585, -1.7023,  3.0653,  1.4699, -1.4464,
         -1.4490, -1.6608, -1.7357, -0.2190,  1.7622, -1.0784,  0.1192]])"
1029,1029,522402884357734400,0,0,0,0,0,0,2,#Scuola #labuonascuola  Quali controlli sulle future 150.000 immissioni in ruolo?  http://t.co/o3EzIyZGNR,['#Scuola #labuonascuola  Quali controlli sulle future 150.000 immissioni in ruolo?  http://t.co/o3EzIyZGNR'],['ridimensionamento'],"tensor([[-1.3111, -0.9074,  0.6470, -0.9786,  1.2433, -0.0689,  0.2844,  2.3008,
         -0.3973,  1.2118, -0.1583, -1.3531, -1.7908,  0.8822, -0.0626, -0.3365,
         -0.3618, -1.4283, -0.8730,  2.8955,  2.4814,  0.0604,  0.1359]])"
1030,1030,522433727465791489,0,0,0,0,0,0,2,Le conclusioni della tavola rotonda su #labuonascuola @cislscuola @CislNazionale @MiurSocial http://t.co/iZDyfi1uW8,['Le conclusioni della tavola rotonda su #labuonascuola @cislscuola @CislNazionale @MiurSocial http://t.co/iZDyfi1uW8'],['ridimensionamento'],"tensor([[-1.3181, -0.4610,  0.4088,  0.0979,  0.5644, -0.6191, -0.8506,  2.5295,
         -0.2888,  0.2097, -0.1612, -0.7657, -1.5458,  0.9116, -0.4036, -1.1194,
         -0.4731, -1.2989, -0.4118,  3.4709,  1.8566,  2.5878, -0.3165]])"
1031,1031,522440001599336448,0,0,0,0,0,0,2,Per chi ha tempo vada a fare un giro sul sito di rena il cui presidente luccisano capo ufficio tecnico del miur ha scritto #labuonascuola,['Per chi ha tempo vada a fare un giro sul sito di rena il cui presidente luccisano capo ufficio tecnico del miur ha scritto #labuonascuola'],['proposta'],"tensor([[-1.2002, -1.1126,  0.4076, -1.7003, -0.6727, -0.5044,  1.8113, -0.3189,
          1.5379, -0.3041, -0.5007, -0.9635, -0.9223, -0.2741, -0.2361, -0.1618,
          3.3520, -0.7675,  3.9084, -0.3255, -0.2630,  0.1240, -0.1181]])"
1032,1032,522440433507790848,1,0,1,1,0,1,2,Luccisano un trentenne che si permette di dire a noi insegnanti da più di trenta anni come fare #labuonascuola. Pensiamoci,"['Luccisano un trentenne che si permette di dire a noi insegnanti da più di trenta anni come fare #labuonascuola. Pensiamo', 'ci']","['prescrizione', 'ridimensionamento']","tensor([[-2.0500, -1.7264,  0.1710, -0.5460,  0.6135, -0.5339,  0.7061,  1.2865,
          1.7673,  0.1084, -0.3634, -0.9955, -1.6915, -0.4537, -0.2292, -0.4512,
          2.4501, -1.5553,  2.1558,  0.8846,  1.5879,  0.6268,  0.3406]])"
1033,1033,522441581157416960,1,0,1,1,1,0,2,#labuonascuola Riuscire a far peggio della Moratti non è facile ma ci sta riuscendo Ministro @SteGiannini,['#labuonascuola Riuscire a far peggio della Moratti non è facile ma ci sta riuscendo Ministro @SteGiannini'],['opinione'],"tensor([[-1.7092, -0.7232,  0.5385, -0.1693,  0.5867,  0.7183, -0.8976, -0.2661,
         -0.7875,  0.2733,  2.6158, -0.3789, -0.1785,  0.5464,  2.8350, -1.1757,
         -1.5096, -1.3718, -1.3220,  0.1311,  1.4556, -1.9070,  1.7694]])"
1034,1034,522477152449880064,1,0,1,0,0,1,2,La buona scuola passo dopo passo verso lo sfascio,['La buona scuola passo dopo passo verso lo sfascio'],['giudizio'],"tensor([[-0.8628,  1.2326,  1.4735, -0.1145, -0.4448, -0.8696, -0.0699, -0.4190,
         -0.7036,  0.9433,  2.4971, -0.9232,  0.2297,  1.1134,  2.1780, -1.5004,
         -2.2390, -0.2873, -2.2483, -0.7475,  1.5336, -1.2474,  0.8094]])"
1035,1035,522515427088297985,1,0,1,0,0,1,2,@FusacchiA @FLuccisano in bocca al lupo per il concorso 2015 a 40000 posti. La vostra buona scuola non merita buoni docenti!,"['@FusacchiA @FLuccisano in bocca al lupo per il concorso 2015 a 40000 posti.', ' La vostra buona scuola non merita buoni docenti!']","['deresponsabilizzazione', 'giudizio']","tensor([[-1.8397, -0.7205,  2.8552, -1.0553, -0.3828, -0.2204,  1.6380, -0.3698,
         -0.2664,  1.7998,  2.5568, -1.0585, -1.6241,  2.6312,  1.5379, -2.0967,
         -0.2131, -1.0880, -1.1264, -0.5813,  1.9146, -2.0086,  0.2754]])"
1036,1036,522606037157679106,1,0,1,0,0,1,2,Il sindacato degli studenti: “La buona scuola del Governo? Ecco invece la nostra” http://t.co/fw2mg2jSdw,"['Il sindacato degli studenti: “La buona scuola del Governo? Ecco invece la\xa0nostra”', ' http://t.co/fw2mg2jSdw']","['commento', 'ridimensionamento']","tensor([[-1.8101, -0.4413,  2.3315,  0.1722,  0.1376,  1.6569, -0.1388,  0.2109,
         -1.6025,  1.2907,  1.5848, -0.1382, -2.1863,  2.2509,  0.1938, -0.7039,
         -2.1758, -2.2939, -0.8581,  1.0689,  1.2023,  0.1737, -0.0176]])"
1037,1037,522644706371842048,1,0,1,1,1,0,2,"@FusacchiA @ketty1378 #labuonascuola mi fa impazzire, sopratutto in merito alla Morale, all'Umanità, all'Eccellenza, di certo Corpo Docente","[""@FusacchiA @ketty1378 #labuonascuola mi fa impazzire, sopratutto in merito alla Morale, all'Umanità, all'Eccellenza, di certo Corpo Docente""]",['opinione'],"tensor([[-1.5779, -0.5122,  1.3829,  1.0168,  0.7266, -0.3762, -1.3688,  0.4135,
         -0.9041,  0.0272,  2.2522, -0.4293, -1.2012,  1.7556,  2.7250, -1.3351,
         -2.1540, -1.7882, -0.8342, -0.2258,  0.1894, -0.1859,  1.3072]])"
1038,1038,522662770949758976,1,0,0,0,0,0,2,"@SteGiannini Siate anche il primo governo che si sforza di vedere come e dove si fa #labuonascuola tutti i giorni \da dentro\"".""","['@SteGiannini Siate anche il primo governo che si sforza di vedere come e dove si fa #labuonascuola tutti i giorni \\da dentro\\"".""']",['prescrizione'],"tensor([[-1.9975, -1.0164,  1.4485, -1.4335, -0.6746,  0.1161,  1.9456, -1.0228,
          0.1147,  0.9484,  0.8366, -1.0505, -0.7443,  0.2721,  0.8707, -1.5846,
          3.8212, -0.7302,  1.3033, -0.5586,  0.7628, -1.4881,  0.7971]])"
1039,1039,522672642684616704,0,0,0,0,0,0,2,"#labuonascuola, capofila #pavia alternanza #scuola-#lavoro, servono spazi e tempi. Siamo in grado di preparare a questo?","['#labuonascuola, capofila #pavia alternanza #scuola-#lavoro, servono spazi e tempi.', ' Siamo in grado di preparare a questo?']","['sancire', 'deresponsabilizzazione']","tensor([[-1.8117, -1.6316,  0.6700, -0.9834,  1.7198, -0.3913,  0.5194,  1.4403,
          1.0605,  0.9255,  0.6881, -1.4155, -1.6106,  0.5113,  0.9092, -0.9194,
          0.4938, -1.9018, -0.0267,  1.2241,  2.6237, -1.1654,  1.1208]])"
1040,1040,522672802038820864,1,0,0,0,0,0,2,#labuonascuola Lazzaroni (Galilei) #voghera: che ruolo della #scuola pubblica per costituzione? Servizio libero per tutti ma risorse ridotte,['#labuonascuola Lazzaroni (Galilei) #voghera: che ruolo della #scuola pubblica per costituzione? Servizio libero per tutti ma risorse ridotte'],['sancire'],"tensor([[-2.0540, -0.6120,  2.1498, -0.6485,  0.4834,  1.1733,  1.2139,  0.2834,
         -1.4188,  2.1435,  1.9403, -0.6122, -2.0223,  2.0476,  0.4079, -1.9304,
         -0.8674, -2.2498, -1.5266,  1.5231,  2.3401, -0.9085,  0.2655]])"
1041,1041,522678456333910016,1,0,1,0,0,1,2,In piazza maggiore parlano gli studenti: questa è la buona scuola! #16O #iosciopero @cgilnazionale @CgilCdlmBologna @SpiCgil @fiomnet,['In piazza maggiore parlano gli studenti: questa è la buona scuola! #16O #iosciopero @cgilnazionale @CgilCdlmBologna @SpiCgil @fiomnet'],['sancire'],"tensor([[-2.2886, -0.3789,  1.7345,  0.0890, -0.0538,  1.0273,  0.5437,  1.0234,
         -1.0538,  1.9053,  0.7961,  0.2121, -1.8854,  1.8710, -0.0518, -2.5177,
         -0.7364, -2.0445, -1.4026,  1.4594,  3.0207,  0.2240, -0.2692]])"
1042,1042,522681629819809792,0,0,0,0,0,0,2,"#Scuola e #leggestabilità. Soldi per  precari, tagli 3% al Miur: ne #labuonascuola quali fondi per offerta formativa? http://t.co/YFqJeVAQNR","['#Scuola e #leggestabilità. Soldi per  precari, tagli 3% al Miur: ne #labuonascuola quali fondi per offerta formativa? http://t.co/YFqJeVAQNR']",['sancire'],"tensor([[-1.5048, -0.7762,  1.9378, -0.8399,  0.6759,  0.5784,  0.6684,  1.6637,
         -0.8643,  1.7081,  0.4844, -0.9535, -2.1747,  2.2643, -0.2371, -0.9525,
         -1.2772, -1.8663, -1.5630,  2.1217,  2.3595,  0.1252, -0.2918]])"
1043,1043,522682207744557056,1,1,0,0,1,0,2,@IsaInghirami @Leopardi_24 #labuonascuola è #favolosa grazie a questo!,['@IsaInghirami @Leopardi_24 #labuonascuola è #favolosa grazie a questo!'],['giudizio'],"tensor([[-1.7478,  0.0291,  2.4235,  0.6162, -0.3755, -0.4129, -1.0170,  0.1371,
         -1.4192,  0.9233,  3.3717, -0.4265, -1.4777,  2.9003,  1.1867, -1.6080,
         -1.9189, -1.3052, -1.1371, -0.3574,  0.8761, -0.4335,  0.1899]])"
1044,1044,522701337499537408,0,0,0,0,0,0,2,"#LeggeStabilità, bozza 200 mln a scuole non statali dal 2015, 1 mld a fondo buona scuola nel 2015, #Rai potrà cedere immobili e partecipate","['#LeggeStabilità, bozza 200 mln a scuole non statali dal 2015, 1 mld a fondo buona scuola nel 2015, #Rai potrà cedere immobili e partecipate']",['deresponsabilizzazione'],"tensor([[ 0.2207,  0.8470,  0.2341, -2.2234, -0.3779,  0.1279,  1.5690, -0.1764,
          0.7902,  0.7497, -1.0488, -1.4374, -0.3085,  1.0397, -1.2559,  1.0410,
         -0.3935,  0.8571, -1.0500,  0.6581,  1.4346, -0.6733, -0.9870]])"
1045,1045,522713658569527296,1,0,1,1,0,1,2,"Crollano soffitti nei licei a Padova, Roma e Napoli: tragedia sfiorata. Cercasi #labuonascuola (Leggi: http://t.co/uovbjwpGDE). @la_stampa","['Crollano soffitti nei licei a Padova, Roma e Napoli: tragedia sfiorata. Cerca', 'si #labuonascuola (Leggi: http://t.co/uovbjwpGDE). @la_stampa']","['descrizione', 'ridimensionamento']","tensor([[-2.0062, -0.8432,  1.5329,  0.3137,  0.8705,  0.2216, -0.5347,  3.1650,
         -1.1956,  1.2364,  0.7071, -0.4644, -1.7359,  1.6649, -0.2841, -1.4536,
         -0.9898, -2.1316, -1.4744,  1.6414,  2.7173,  1.0507,  0.0039]])"
1046,1046,522714682189422593,1,0,1,1,1,0,2,#labuonascuola ci fanno compilare anche le schede di istituto sui punti del rapporto. Fortuna che si tratta di consultazione libera,"['#labuonascuola ci fanno compilare anche le schede di istituto sui punti del rapporto.', ' Fortuna che si tratta di consultazione libera']","['sancire', 'commento']","tensor([[-2.5901, -1.4600,  1.1687,  0.6605,  1.1949,  0.9737,  0.1137,  1.7831,
         -0.4895,  1.3535,  0.4555, -0.1090, -1.5755,  0.3928,  0.2670, -1.3389,
         -0.2706, -2.3284, -1.0356,  1.3969,  2.8205, -0.4807,  1.0753]])"
1047,1047,522745984569606144,1,1,0,0,1,0,2,Eccellente opportunità di confronto grazie a #labuonascuola e Capo Dipartimento Chiappetta per Dirigenti e docenti di VareseComo @MiurSocial,['Eccellente opportunità di confronto grazie a #labuonascuola e Capo Dipartimento Chiappetta per Dirigenti e docenti di VareseComo @MiurSocial'],['giudizio'],"tensor([[-1.6221, -0.4972,  1.4898,  0.5124,  0.3915, -0.7516, -0.9970,  0.9863,
         -1.2424,  0.5872,  2.9976, -0.6636, -1.5486,  2.3193,  1.0585, -1.2730,
         -1.7535, -2.1160, -0.1917, -0.1074,  0.6656,  0.1587,  0.7504]])"
1048,1048,522748148700442624,1,0,1,1,1,0,2,"Che bello, no? Ah no? Non è la buona scuola? Ah no? E' solo la Legge di Stabilità. Il meglio deve ancora venire. http://t.co/hd9T6Z0BIL","[""Che bello, no? Ah no? Non è la buona scuola? Ah no? E' solo la Legge di Stabilità. Il meglio deve ancora venire. http://t.co/hd9T6Z0BIL""]",['commento'],"tensor([[-1.7374, -0.8510,  2.8275,  0.0669, -0.1090,  1.6346,  0.1366, -0.0233,
         -1.3098,  2.0262,  1.5718, -0.3361, -1.7441,  2.7016,  0.0284, -0.7632,
         -1.7959, -1.5201, -1.9421,  0.0086,  1.7391, -0.8306,  0.2030]])"
1049,1049,522752333235896320,1,1,0,0,1,0,2,Caratteristica centrale de #labuonascuola è quella di *ascoltare* i bisogni di chi lavora nella scuola (Vicesindaco di Como) @MiurSocial,['Caratteristica centrale de #labuonascuola è quella di *ascoltare* i bisogni di chi lavora nella scuola (Vicesindaco di Como) @MiurSocial'],['giudizio'],"tensor([[-1.2064,  0.0378,  0.4447,  1.3238,  1.5702, -1.2972, -0.9022,  0.6974,
         -0.9670, -0.2187,  2.1495, -0.2465, -1.2415,  0.8020,  1.4714, -1.6495,
         -1.0060, -2.6486, -0.6341, -0.5803,  1.0112,  0.5670,  1.3680]])"
1050,1050,522771860782874624,0,0,0,0,0,0,2,A #labuonascuola raccontiamo anche i miei progetti con Ufficio scolastico di Como e Varese http://t.co/8qsauvoVxO @MiurSocial,['A #labuonascuola raccontiamo anche i miei progetti con Ufficio scolastico di Como e Varese http://t.co/8qsauvoVxO @MiurSocial'],['dichiarazione di intenti'],"tensor([[-1.5797, -1.1636,  0.0730, -0.4001,  0.3249, -0.9823, -0.5787,  2.3014,
          2.3859,  0.0605, -0.5220, -0.9380, -1.6746,  0.6666, -0.2928, -1.1656,
          1.3377, -0.8252,  1.5388,  1.5224,  1.6574,  0.8391, -0.4469]])"
1051,1051,522775509663375360,1,0,1,0,0,1,2,La “buona scuola” di Renzi e Giannini e le proteste degli studenti . #renzi http://t.co/KsIi8CqdFv,['La “buona scuola” di Renzi e Giannini e le proteste degli studenti . #renzi http://t.co/KsIi8CqdFv'],['ridimensionamento'],"tensor([[-1.3030,  0.2898,  1.3487,  0.4705, -0.3198,  0.3587, -0.1799,  1.1952,
         -1.0616,  0.6400,  0.5864,  0.4468, -2.1664,  2.0596, -0.3824, -1.5458,
         -1.3605, -1.8295, -1.4126,  2.2403,  2.0014,  1.9552, -0.7196]])"
1052,1052,522793936897982464,1,0,1,0,0,1,2,"@FLuccisano @MiurSocial competenti. L''usr è una tragedia.  Qui, non si parla ancora di #labuonascuola#, di edilizia scolastica e .","[""@FLuccisano @MiurSocial competenti. L''usr è una tragedia.  Qui, non si parla ancora di #labuonascuola#, di edilizia scolastica e .""]",['giudizio'],"tensor([[-2.2254, -0.4121,  1.8048, -0.2671,  0.3794,  0.2347,  0.4189,  0.6561,
         -1.6961,  1.5047,  2.8663, -0.1298, -1.6611,  1.7398,  0.7045, -2.2497,
         -0.6452, -1.8086, -1.1907,  0.5689,  2.5256, -0.7517,  0.6160]])"
1053,1053,522796599878361091,0,0,0,0,0,0,2,@f_badoni @nuovavita @GAlessandri8 @Tempi_it #labuonascuola può guardare all'estero e prendere spunti http://t.co/sQiSShvCaX,"[""@f_badoni @nuovavita @GAlessandri8 @Tempi_it #labuonascuola può guardare all'estero e prendere spunti http://t.co/sQiSShvCaX""]",['proposta'],"tensor([[-1.2415, -1.4805,  0.0506, -1.3350,  1.6216, -0.4788, -0.8297,  1.2654,
          0.4990,  0.1394, -0.3378, -1.6390, -1.4846,  0.5405, -0.3303,  1.4121,
          1.1342, -0.8955,  2.5356,  0.5463,  0.7136, -0.2750,  0.4831]])"
1054,1054,522809068470018048,0,0,0,0,0,0,2,"Ufficio scolastico regionale, al via iniziativa La buona scuola http://t.co/oXEIbXU1Tj","['Ufficio scolastico regionale, al via iniziativa La buona scuola http://t.co/oXEIbXU1Tj']",['sancire'],"tensor([[-1.7275, -0.4544,  0.3853, -0.3946,  0.3817, -0.5928, -0.6361,  2.8473,
          0.7907,  0.8605, -0.0455, -0.6190, -1.1719,  1.4774, -0.4701, -1.4736,
          0.0243, -0.8757, -0.5385,  1.9077,  3.0648,  0.0957, -0.4281]])"
